id,emoji,codepoints,name_en,name_ja,en_flag,importance,category,category_ja,subcategory,subcategory_ja,unicode_version,abstract_group_id,abstract_group_role,abstract_variant_kind,abstract_is_source,abstract_group_key,direct_ja,visual_ja,context_ja,symbolic_ja,emotion_ja,action_ja,culture_ja,search_ja,meaning_ja,usage_ja,impression_ja,class_ja,hidden_variant,variant_kind
2815,🍲,1F372,pot of food,なべ,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,0.6,2815,independent,independent,1,pot of food,料理;食べ物;なべ;鍋,皿;焼き色;鍋;湯気,食事;昼食;夕食;外食;冬;家族,ごはん;満腹;温かさ,おいしい;ほっとする,食べる;煮る,,料理;食べ物;なべ;鍋;皿;焼き色;湯気;食事;昼食;夕食;外食;冬;家族;ごはん;満腹;温かさ;おいしい;ほっとする;食べる;煮る,料理;食べ物;なべ;鍋;ごはん;満腹;温かさ,食事;昼食;夕食;外食;冬;家族;食べる;煮る,皿;焼き色;鍋;湯気;おいしい;ほっとする,食べ物と飲み物;料理,,
2816,🫕,1FAD5,fondue,フォンデュ,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,13,2816,independent,independent,1,fondue,料理;食べ物;フォンデュ,皿;焼き色;鍋;チーズ,食事;昼食;夕食;外食;パーティー;冬,ごはん;満腹;スイス,おいしい;楽しい,食べる;溶かす,スイス,料理;食べ物;フォンデュ;皿;焼き色;鍋;チーズ;食事;昼食;夕食;外食;パーティー;冬;ごはん;満腹;スイス;おいしい;楽しい;食べる;溶かす,料理;食べ物;フォンデュ;ごはん;満腹;スイス,食事;昼食;夕食;外食;パーティー;冬;食べる;溶かす;スイス,皿;焼き色;鍋;チーズ;おいしい;楽しい,食べ物と飲み物;料理,,
2817,🥣,1F963,bowl with spoon,ボウルとスプーン,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,5,2817,independent,independent,1,bowl with spoon,料理;食べ物;ボウルとスプーン;スプーン,皿;焼き色;銀色;丸い,食事;昼食;夕食;外食;スープ,ごはん;満腹;食器,おいしい;実用的,食べる;すくう,,料理;食べ物;ボウルとスプーン;スプーン;皿;焼き色;銀色;丸い;食事;昼食;夕食;外食;スープ;ごはん;満腹;食器;おいしい;実用的;食べる;すくう,料理;食べ物;ボウルとスプーン;スプーン;ごはん;満腹;食器,食事;昼食;夕食;外食;スープ;食べる;すくう,皿;焼き色;銀色;丸い;おいしい;実用的,食べ物と飲み物;料理,,
2818,🥗,1F957,green salad,グリーンサラダ,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,3,2818,independent,independent,1,green salad,料理;食べ物;グリーンサラダ;サラダ,皿;焼き色;緑;野菜,食事;昼食;夕食;外食;健康,ごはん;満腹;ヘルシー,おいしい;新鮮,食べる,,料理;食べ物;グリーンサラダ;サラダ;皿;焼き色;緑;野菜;食事;昼食;夕食;外食;健康;ごはん;満腹;ヘルシー;おいしい;新鮮;食べる,料理;食べ物;グリーンサラダ;サラダ;ごはん;満腹;ヘルシー,食事;昼食;夕食;外食;健康;食べる,皿;焼き色;緑;野菜;おいしい;新鮮,食べ物と飲み物;料理,,
2819,🍿,1F37F,popcorn,ポップコーン,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,1,2819,independent,independent,1,popcorn,料理;食べ物;ポップコーン,皿;焼き色;白;箱,食事;昼食;夕食;外食;映画;おやつ,ごはん;満腹;映画館,おいしい;楽しい,食べる,,料理;食べ物;ポップコーン;皿;焼き色;白;箱;食事;昼食;夕食;外食;映画;おやつ;ごはん;満腹;映画館;おいしい;楽しい;食べる,料理;食べ物;ポップコーン;ごはん;満腹;映画館,食事;昼食;夕食;外食;映画;おやつ;食べる,皿;焼き色;白;箱;おいしい;楽しい,食べ物と飲み物;料理,,
2820,🧈,1F9C8,butter,バター,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,12,2820,independent,independent,1,butter,料理;食べ物;バター,皿;焼き色;黄色;四角,食事;昼食;夕食;外食;パン;料理,ごはん;満腹;乳製品,おいしい;濃厚,食べる;塗る,,料理;食べ物;バター;皿;焼き色;黄色;四角;食事;昼食;夕食;外食;パン;ごはん;満腹;乳製品;おいしい;濃厚;食べる;塗る,料理;食べ物;バター;ごはん;満腹;乳製品,食事;昼食;夕食;外食;パン;料理;食べる;塗る,皿;焼き色;黄色;四角;おいしい;濃厚,食べ物と飲み物;料理,,
2821,🧂,1F9C2,salt,塩,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,11,2821,independent,independent,1,salt,料理;食べ物;塩,皿;焼き色;白;粒,食事;昼食;夕食;外食;料理;調味料,ごはん;満腹;味付け,おいしい;しょっぱい,食べる;振る,,料理;食べ物;塩;皿;焼き色;白;粒;食事;昼食;夕食;外食;調味料;ごはん;満腹;味付け;おいしい;しょっぱい;食べる;振る,料理;食べ物;塩;ごはん;満腹;味付け,食事;昼食;夕食;外食;料理;調味料;食べる;振る,皿;焼き色;白;粒;おいしい;しょっぱい,食べ物と飲み物;料理,,
2822,🥫,1F96B,canned food,缶詰,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,5,2822,independent,independent,1,canned food,料理;食べ物;缶詰,皿;焼き色;缶;金属,食事;昼食;夕食;外食;保存食;防災,ごはん;満腹;備蓄,おいしい;実用的,食べる;開ける,,料理;食べ物;缶詰;皿;焼き色;缶;金属;食事;昼食;夕食;外食;保存食;防災;ごはん;満腹;備蓄;おいしい;実用的;食べる;開ける,料理;食べ物;缶詰;ごはん;満腹;備蓄,食事;昼食;夕食;外食;保存食;防災;食べる;開ける,皿;焼き色;缶;金属;おいしい;実用的,食べ物と飲み物;料理,,
2823,🍱,1F371,bento box,弁当,,2,Food & Drink,食べ物と飲み物,food-asian,アジア料理,0.6,2823,independent,independent,1,bento box,料理;アジア料理;弁当,器;湯気;箱;おかず,食事;外食;和食;テイクアウト;昼食;遠足;学校,ごはん;定番;手作り,おいしい;楽しい,食べる,日本;アジア,料理;アジア料理;弁当;器;湯気;箱;おかず;食事;外食;和食;テイクアウト;昼食;遠足;学校;ごはん;定番;手作り;おいしい;楽しい;食べる;日本;アジア,料理;アジア料理;弁当;ごはん;定番;手作り,食事;外食;和食;テイクアウト;昼食;遠足;学校;食べる;日本;アジア,器;湯気;箱;おかず;おいしい;楽しい,食べ物と飲み物;アジア料理,,
2824,🍘,1F358,rice cracker,せんべい,,2,Food & Drink,食べ物と飲み物,food-asian,アジア料理,0.6,2824,independent,independent,1,rice cracker,料理;アジア料理;せんべい;ごはん;米,器;湯気;丸い;焼き色;白;茶碗,食事;外食;和食;テイクアウト;おやつ;お茶,ごはん;定番;和菓子;主食,おいしい;香ばしい;温かい,食べる,日本;アジア,料理;アジア料理;せんべい;ごはん;米;器;湯気;丸い;焼き色;白;茶碗;食事;外食;和食;テイクアウト;おやつ;お茶;定番;和菓子;主食;おいしい;香ばしい;温かい;食べる;日本;アジア,料理;アジア料理;せんべい;ごはん;米;定番;和菓子;主食,食事;外食;和食;テイクアウト;おやつ;お茶;食べる;日本;アジア,器;湯気;丸い;焼き色;白;茶碗;おいしい;香ばしい;温かい,食べ物と飲み物;アジア料理,,
2825,🍙,1F359,rice ball,おにぎり,,2,Food & Drink,食べ物と飲み物,food-asian,アジア料理,0.6,2825,independent,independent,1,rice ball,料理;アジア料理;おにぎり;ごはん;米,器;湯気;三角;海苔;白;茶碗,食事;外食;和食;テイクアウト;弁当;昼食,ごはん;定番;和食;主食,おいしい;安心;温かい,食べる;握る,日本;アジア,料理;アジア料理;おにぎり;ごはん;米;器;湯気;三角;海苔;白;茶碗;食事;外食;和食;テイクアウト;弁当;昼食;定番;主食;おいしい;安心;温かい;食べる;握る;日本;アジア,料理;アジア料理;おにぎり;ごはん;米;定番;和食;主食,食事;外食;和食;テイクアウト;弁当;昼食;食べる;握る;日本;アジア,器;湯気;三角;海苔;白;茶碗;おいしい;安心;温かい,食べ物と飲み物;アジア料理,,
2826,🍚,1F35A,cooked rice,ごはん,,2,Food & Drink,食べ物と飲み物,food-asian,アジア料理,0.6,2826,independent,independent,1,cooked rice,料理;アジア料理;ごはん;米,器;湯気;白;茶碗,食事;外食;和食;テイクアウト,ごはん;定番;主食,おいしい;温かい,食べる,日本;アジア,料理;アジア料理;ごはん;米;器;湯気;白;茶碗;食事;外食;和食;テイクアウト;定番;主食;おいしい;温かい;食べる;日本;アジア,料理;アジア料理;ごはん;米;定番;主食,食事;外食;和食;テイクアウト;食べる;日本;アジア,器;湯気;白;茶碗;おいしい;温かい,食べ物と飲み物;アジア料理,,
2827,🍛,1F35B,curry rice,カレーライス,,2,Food & Drink,食べ物と飲み物,food-asian,アジア料理,0.6,2827,independent,independent,1,curry rice,料理;アジア料理;カレーライス;ごはん;米,器;湯気;白;茶碗;茶色;皿,食事;外食;和食;テイクアウト;昼食;家庭料理,ごはん;定番;主食,おいしい;温かい;スパイシー,食べる,日本;アジア,料理;アジア料理;カレーライス;ごはん;米;器;湯気;白;茶碗;茶色;皿;食事;外食;和食;テイクアウト;昼食;家庭料理;定番;主食;おいしい;温かい;スパイシー;食べる;日本;アジア,料理;アジア料理;カレーライス;ごはん;米;定番;主食,食事;外食;和食;テイクアウト;昼食;家庭料理;食べる;日本;アジア,器;湯気;白;茶碗;茶色;皿;おいしい;温かい;スパイシー,食べ物と飲み物;アジア料理,,
2828,🍜,1F35C,steaming bowl,ラーメン,,2,Food & Drink,食べ物と飲み物,food-asian,アジア料理,0.6,2828,independent,independent,1,steaming bowl,料理;アジア料理;ラーメン,器;湯気,食事;外食;和食;テイクアウト,ごはん;定番,おいしい,食べる,日本;アジア,料理;アジア料理;ラーメン;器;湯気;食事;外食;和食;テイクアウト;ごはん;定番;おいしい;食べる;日本;アジア,料理;アジア料理;ラーメン;ごはん;定番,食事;外食;和食;テイクアウト;食べる;日本;アジア,器;湯気;おいしい,食べ物と飲み物;アジア料理,,
2829,🍝,1F35D,spaghetti,スパゲッティ,,2,Food & Drink,食べ物と飲み物,food-asian,アジア料理,0.6,2829,independent,independent,1,spaghetti,料理;アジア料理;スパゲッティ,器;湯気;麺;赤,食事;外食;和食;テイクアウト;イタリア料理;昼食,ごはん;定番;洋食,おいしい,食べる,日本;アジア;イタリア,料理;アジア料理;スパゲッティ;器;湯気;麺;赤;食事;外食;和食;テイクアウト;イタリア料理;昼食;ごはん;定番;洋食;おいしい;食べる;日本;アジア;イタリア,料理;アジア料理;スパゲッティ;ごはん;定番;洋食,食事;外食;和食;テイクアウト;イタリア料理;昼食;食べる;日本;アジア;イタリア,器;湯気;麺;赤;おいしい,食べ物と飲み物;アジア料理,,
2830,🍠,1F360,roasted sweet potato,焼き芋,,2,Food & Drink,食べ物と飲み物,food-asian,アジア料理,0.6,2830,independent,independent,1,roasted sweet potato,料理;アジア料理;焼き芋;ジャガイモ,器;湯気;茶色;丸い,食事;外食;和食;テイクアウト;カレー;煮物,ごはん;定番;主食,おいしい;ほくほく,食べる,日本;アジア,料理;アジア料理;焼き芋;ジャガイモ;器;湯気;茶色;丸い;食事;外食;和食;テイクアウト;カレー;煮物;ごはん;定番;主食;おいしい;ほくほく;食べる;日本;アジア,料理;アジア料理;焼き芋;ジャガイモ;ごはん;定番;主食,食事;外食;和食;テイクアウト;カレー;煮物;食べる;日本;アジア,器;湯気;茶色;丸い;おいしい;ほくほく,食べ物と飲み物;アジア料理,,
2831,🍢,1F362,oden,おでん,,2,Food & Drink,食べ物と飲み物,food-asian,アジア料理,0.6,2831,independent,independent,1,oden,料理;アジア料理;おでん,器;湯気,食事;外食;和食;テイクアウト,ごはん;定番,おいしい,食べる,日本;アジア,料理;アジア料理;おでん;器;湯気;食事;外食;和食;テイクアウト;ごはん;定番;おいしい;食べる;日本;アジア,料理;アジア料理;おでん;ごはん;定番,食事;外食;和食;テイクアウト;食べる;日本;アジア,器;湯気;おいしい,食べ物と飲み物;アジア料理,,
2832,🍣,1F363,sushi,寿司,,3,Food & Drink,食べ物と飲み物,food-asian,アジア料理,0.6,2832,independent,independent,1,sushi,料理;アジア料理;寿司,器;湯気;魚;米,食事;外食;和食;テイクアウト;祝い,ごはん;定番;日本代表,おいしい,食べる,日本;アジア,料理;アジア料理;寿司;器;湯気;魚;米;食事;外食;和食;テイクアウト;祝い;ごはん;定番;日本代表;おいしい;食べる;日本;アジア,料理;アジア料理;寿司;ごはん;定番;日本代表,食事;外食;和食;テイクアウト;祝い;食べる;日本;アジア,器;湯気;魚;米;おいしい,食べ物と飲み物;アジア料理,,
2833,🍤,1F364,fried shrimp,エビフライ,,2,Food & Drink,食べ物と飲み物,food-asian,アジア料理,0.6,2833,independent,independent,1,fried shrimp,料理;アジア料理;エビフライ,器;湯気,食事;外食;和食;テイクアウト,ごはん;定番,おいしい,食べる,日本;アジア,料理;アジア料理;エビフライ;器;湯気;食事;外食;和食;テイクアウト;ごはん;定番;おいしい;食べる;日本;アジア,料理;アジア料理;エビフライ;ごはん;定番,食事;外食;和食;テイクアウト;食べる;日本;アジア,器;湯気;おいしい,食べ物と飲み物;アジア料理,,
2834,🍥,1F365,fish cake with swirl,なると,,2,Food & Drink,食べ物と飲み物,food-asian,アジア料理,0.6,2834,independent,independent,1,fish cake with swirl,料理;アジア料理;なると;ケーキ,器;湯気;クリーム;ろうそく,食事;外食;和食;テイクアウト;誕生日;お祝い,ごはん;定番;祝福,おいしい;嬉しい;甘い,食べる;祝う,日本;アジア,料理;アジア料理;なると;ケーキ;器;湯気;クリーム;ろうそく;食事;外食;和食;テイクアウト;誕生日;お祝い;ごはん;定番;祝福;おいしい;嬉しい;甘い;食べる;祝う;日本;アジア,料理;アジア料理;なると;ケーキ;ごはん;定番;祝福,食事;外食;和食;テイクアウト;誕生日;お祝い;食べる;祝う;日本;アジア,器;湯気;クリーム;ろうそく;おいしい;嬉しい;甘い,食べ物と飲み物;アジア料理,,
2835,🥮,1F96E,moon cake,月餅,,3,Food & Drink,食べ物と飲み物,food-asian,アジア料理,11,2835,independent,independent,1,moon cake,料理;アジア料理;月餅;ケーキ,器;湯気;クリーム;ろうそく,食事;外食;和食;テイクアウト;誕生日;お祝い,ごはん;定番;祝福,おいしい;嬉しい;甘い,食べる;祝う,日本;アジア,料理;アジア料理;月餅;ケーキ;器;湯気;クリーム;ろうそく;食事;外食;和食;テイクアウト;誕生日;お祝い;ごはん;定番;祝福;おいしい;嬉しい;甘い;食べる;祝う;日本;アジア,料理;アジア料理;月餅;ケーキ;ごはん;定番;祝福,食事;外食;和食;テイクアウト;誕生日;お祝い;食べる;祝う;日本;アジア,器;湯気;クリーム;ろうそく;おいしい;嬉しい;甘い,食べ物と飲み物;アジア料理,,
2836,🍡,1F361,dango,だんご,,2,Food & Drink,食べ物と飲み物,food-asian,アジア料理,0.6,2836,independent,independent,1,dango,料理;アジア料理;だんご,器;湯気;串;丸い,食事;外食;和食;テイクアウト;花見;和菓子,ごはん;定番;春;和風,おいしい;かわいい,食べる,日本;アジア,料理;アジア料理;だんご;器;湯気;串;丸い;食事;外食;和食;テイクアウト;花見;和菓子;ごはん;定番;春;和風;おいしい;かわいい;食べる;日本;アジア,料理;アジア料理;だんご;ごはん;定番;春;和風,食事;外食;和食;テイクアウト;花見;和菓子;食べる;日本;アジア,器;湯気;串;丸い;おいしい;かわいい,食べ物と飲み物;アジア料理,,
2837,🥟,1F95F,dumpling,点心,,2,Food & Drink,食べ物と飲み物,food-asian,アジア料理,5,2837,independent,independent,1,dumpling,料理;アジア料理;点心,器;湯気,食事;外食;和食;テイクアウト,ごはん;定番,おいしい,食べる,日本;アジア,料理;アジア料理;点心;器;湯気;食事;外食;和食;テイクアウト;ごはん;定番;おいしい;食べる;日本;アジア,料理;アジア料理;点心;ごはん;定番,食事;外食;和食;テイクアウト;食べる;日本;アジア,器;湯気;おいしい,食べ物と飲み物;アジア料理,,
