id,emoji,codepoints,name_en,name_ja,category,category_ja,subcategory,subcategory_ja,unicode_version,tags_ja,scenes_ja,tone_ja,assoc_ja,en_flag,importance
3495,🔛,1F51B,ON! arrow,ON矢印,Symbols,記号,arrow,矢印,0.6,矢印;ON;ON矢印;オン;案内;整理,,実用的;中立,矢印;ON;ON矢印;オン;案内;整理;実用的;中立,,1
3496,🔜,1F51C,SOON arrow,もうすぐ矢印,Symbols,記号,arrow,矢印,0.6,矢印;SOON;SOON矢印;すぐ;案内;整理,,実用的;中立,矢印;SOON;SOON矢印;すぐ;案内;整理;実用的;中立,,1
3497,🔝,1F51D,TOP arrow,TOP矢印,Symbols,記号,arrow,矢印,0.6,矢印;TOP;TOP矢印;トップ;上;案内;整理,,実用的;中立,矢印;TOP;TOP矢印;トップ;上;案内;整理;実用的;中立,,1
3498,🛐,1F6D0,place of worship,礼拝所,Symbols,記号,religion,宗教,1,宗教;礼拝;礼拝所;祈り;案内;整理,,実用的;中立,宗教;礼拝;礼拝所;祈り;案内;整理;実用的;中立,,1
3499,⚛️,269B FE0F,atom symbol,原子記号,Symbols,記号,religion,宗教,1,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3500,🕉️,1F549 FE0F,om,オーム,Symbols,記号,religion,宗教,0.7,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3501,✡️,2721 FE0F,star of David,ダビデの星,Symbols,記号,religion,宗教,0.7,星;きらきら;案内;整理,,実用的;中立,星;きらきら;案内;整理;実用的;中立,,1
3502,☸️,2638 FE0F,wheel of dharma,法輪,Symbols,記号,religion,宗教,0.7,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3503,☯️,262F FE0F,yin yang,陰陽,Symbols,記号,religion,宗教,0.7,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3504,✝️,271D FE0F,latin cross,十字架,Symbols,記号,religion,宗教,0.7,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3505,☦️,2626 FE0F,orthodox cross,正教会の十字架,Symbols,記号,religion,宗教,1,牡牛座;星座;案内;整理,占い;運勢;性格診断,実用的;中立;神秘的;不思議,牡牛座;星座;占い;案内;整理;運勢;性格診断;実用的;中立;神秘的;不思議,,1
3506,☪️,262A FE0F,star and crescent,星と三日月,Symbols,記号,religion,宗教,0.7,星;きらきら;案内;整理,,実用的;中立,星;きらきら;案内;整理;実用的;中立,,1
3507,☮️,262E FE0F,peace symbol,ピースマーク,Symbols,記号,religion,宗教,1,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3508,🕎,1F54E,menorah,メノーラー,Symbols,記号,religion,宗教,1,宗教;ハヌカー;メノーラー;メノラー;ユダヤ教;燭台;案内;整理,,実用的;中立,宗教;ハヌカー;メノーラー;メノラー;ユダヤ教;燭台;案内;整理;実用的;中立,,1
3509,🔯,1F52F,dotted six-pointed star,六芒星,Symbols,記号,religion,宗教,0.6,星;きらきら;ダビデ;ユダヤ教;六芒星;六角星;案内;整理,占い,実用的;中立,星;きらきら;ダビデ;ユダヤ教;六芒星;六角星;占い;案内;整理;実用的;中立,,1
3510,🪯,1FAAF,khanda,カンダ,Symbols,記号,religion,宗教,15,宗教;カルサ;カンダ;シーク教;シーク教徒;シク教;信仰;剣;案内;整理,,実用的;中立,宗教;カルサ;カンダ;シーク教;シーク教徒;シク教;信仰;剣;案内;整理;実用的;中立,,1
3511,♈,2648,Aries,おひつじ座,Symbols,記号,zodiac,星座,0.6,星座;おひつじ座;牡羊座;スピリチュアル;神秘;案内;整理;毎日の占い,占い;運勢;性格診断;星座占い,実用的;中立;神秘的;不思議;幻想的;静か,星座;おひつじ座;牡羊座;占い;運勢;スピリチュアル;神秘;案内;整理;性格診断;毎日の占い;星座占い;実用的;中立;神秘的;不思議;幻想的;静か,,1
3512,♉,2649,Taurus,おうし座,Symbols,記号,zodiac,星座,0.6,星座;おうし座;牡牛座;スピリチュアル;神秘;案内;整理;毎日の占い,占い;運勢;性格診断;星座占い,実用的;中立;神秘的;不思議;幻想的;静か,星座;おうし座;牡牛座;占い;運勢;スピリチュアル;神秘;案内;整理;性格診断;毎日の占い;星座占い;実用的;中立;神秘的;不思議;幻想的;静か,,1
3513,♊,264A,Gemini,ふたご座,Symbols,記号,zodiac,星座,0.6,星座;ふたご座;双子座;スピリチュアル;神秘;案内;整理;毎日の占い,占い;運勢;性格診断;星座占い,実用的;中立;神秘的;不思議;幻想的;静か,星座;ふたご座;双子座;占い;運勢;スピリチュアル;神秘;案内;整理;性格診断;毎日の占い;星座占い;実用的;中立;神秘的;不思議;幻想的;静か,,1
3514,♋,264B,Cancer,かに座,Symbols,記号,zodiac,星座,0.6,星座;かに座;蟹座;スピリチュアル;神秘;案内;整理;毎日の占い,占い;運勢;性格診断;星座占い,実用的;中立;神秘的;不思議;幻想的;静か,星座;かに座;蟹座;占い;運勢;スピリチュアル;神秘;案内;整理;性格診断;毎日の占い;星座占い;実用的;中立;神秘的;不思議;幻想的;静か,,1
3515,♌,264C,Leo,しし座,Symbols,記号,zodiac,星座,0.6,星座;しし座;獅子座;スピリチュアル;神秘;案内;整理;毎日の占い,占い;運勢;性格診断;星座占い,実用的;中立;神秘的;不思議;幻想的;静か,星座;しし座;獅子座;占い;運勢;スピリチュアル;神秘;案内;整理;性格診断;毎日の占い;星座占い;実用的;中立;神秘的;不思議;幻想的;静か,,1
3516,♍,264D,Virgo,おとめ座,Symbols,記号,zodiac,星座,0.6,星座;おとめ座;乙女座;スピリチュアル;神秘;案内;整理;毎日の占い,占い;運勢;性格診断;星座占い,実用的;中立;神秘的;不思議;幻想的;静か,星座;おとめ座;乙女座;占い;運勢;スピリチュアル;神秘;案内;整理;性格診断;毎日の占い;星座占い;実用的;中立;神秘的;不思議;幻想的;静か,,1
3517,♎,264E,Libra,てんびん座,Symbols,記号,zodiac,星座,0.6,星座;てんびん座;天秤座;スピリチュアル;神秘;案内;整理;毎日の占い,占い;運勢;性格診断;星座占い,実用的;中立;神秘的;不思議;幻想的;静か,星座;てんびん座;天秤座;占い;運勢;スピリチュアル;神秘;案内;整理;性格診断;毎日の占い;星座占い;実用的;中立;神秘的;不思議;幻想的;静か,,1
3518,♏,264F,Scorpio,さそり座,Symbols,記号,zodiac,星座,0.6,星座;さそり座;蠍座;案内;整理;スピリチュアル;毎日の占い,占い;星座占い;運勢;性格診断,実用的;中立;神秘的;不思議;幻想的;静か,星座;さそり座;蠍座;案内;整理;占い;星座占い;運勢;性格診断;スピリチュアル;毎日の占い;実用的;中立;神秘的;不思議;幻想的;静か,,1
3519,♐,2650,Sagittarius,いて座,Symbols,記号,zodiac,星座,0.6,星座;いて座;射手座;スピリチュアル;神秘;案内;整理;毎日の占い,占い;運勢;性格診断;星座占い,実用的;中立;神秘的;不思議;幻想的;静か,星座;いて座;射手座;占い;運勢;スピリチュアル;神秘;案内;整理;性格診断;毎日の占い;星座占い;実用的;中立;神秘的;不思議;幻想的;静か,,1
3520,♑,2651,Capricorn,やぎ座,Symbols,記号,zodiac,星座,0.6,星座;やぎ座;山羊座;スピリチュアル;神秘;案内;整理;毎日の占い,占い;運勢;性格診断;星座占い,実用的;中立;神秘的;不思議;幻想的;静か,星座;やぎ座;山羊座;占い;運勢;スピリチュアル;神秘;案内;整理;性格診断;毎日の占い;星座占い;実用的;中立;神秘的;不思議;幻想的;静か,,1
3521,♒,2652,Aquarius,みずがめ座,Symbols,記号,zodiac,星座,0.6,星座;みずがめ座;水瓶座;スピリチュアル;神秘;案内;整理;毎日の占い,占い;運勢;性格診断;星座占い,実用的;中立;神秘的;不思議;幻想的;静か,星座;みずがめ座;水瓶座;占い;運勢;スピリチュアル;神秘;案内;整理;性格診断;毎日の占い;星座占い;実用的;中立;神秘的;不思議;幻想的;静か,,1
3522,♓,2653,Pisces,うお座,Symbols,記号,zodiac,星座,0.6,星座;うお座;魚座;スピリチュアル;神秘;案内;整理;毎日の占い,占い;運勢;性格診断;星座占い,実用的;中立;神秘的;不思議;幻想的;静か,星座;うお座;魚座;占い;運勢;スピリチュアル;神秘;案内;整理;性格診断;毎日の占い;星座占い;実用的;中立;神秘的;不思議;幻想的;静か,,1
3523,⛎,26CE,Ophiuchus,へびつかい座,Symbols,記号,zodiac,星座,0.6,星座;へびつかい座;蛇遣座;案内;整理;スピリチュアル;毎日の占い,占い;星座占い;運勢;性格診断,実用的;中立;神秘的;不思議;幻想的;静か,星座;へびつかい座;蛇遣座;案内;整理;占い;星座占い;運勢;性格診断;スピリチュアル;毎日の占い;実用的;中立;神秘的;不思議;幻想的;静か,,1
3524,🔀,1F500,shuffle tracks button,シャッフルボタン,Symbols,記号,av-symbol,再生記号,1,シャッフル;シャッフルボタン;ボタン;交差;矢印;案内;整理,,実用的;中立,シャッフル;シャッフルボタン;ボタン;交差;矢印;案内;整理;実用的;中立,,1
3525,🔁,1F501,repeat button,リピートボタン,Symbols,記号,av-symbol,再生記号,1,ボタン;リピート;リピートボタン;全曲;時計回り;矢印;繰り返し;案内;整理,,実用的;中立,ボタン;リピート;リピートボタン;全曲;時計回り;矢印;繰り返し;案内;整理;実用的;中立,,1
3526,🔂,1F502,repeat single button,1曲リピートボタン,Symbols,記号,av-symbol,再生記号,1,1曲リピートボタン;ボタン;リピート;時計回り;矢印;繰り返し;案内;整理,,実用的;中立,1曲リピートボタン;ボタン;リピート;時計回り;矢印;繰り返し;案内;整理;実用的;中立,,1
3527,▶️,25B6 FE0F,play button,再生ボタン,Symbols,記号,av-symbol,再生記号,0.6,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3528,⏩,2.30E+10,fast-forward button,早送りボタン,Symbols,記号,av-symbol,再生記号,0.6,ボタン;倍速;早送り;早送りボタン;矢印;案内;整理,,実用的;中立,ボタン;倍速;早送り;早送りボタン;矢印;案内;整理;実用的;中立,,1
3529,⏭️,23ED FE0F,next track button,次の曲ボタン,Symbols,記号,av-symbol,再生記号,0.7,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3530,⏯️,23EF FE0F,play or pause button,再生一時停止ボタン,Symbols,記号,av-symbol,再生記号,1,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3531,◀️,25C0 FE0F,reverse button,逆再生ボタン,Symbols,記号,av-symbol,再生記号,0.6,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3532,⏪,23EA,fast reverse button,早戻しボタン,Symbols,記号,av-symbol,再生記号,0.6,倍速;巻き戻し;戻る;早戻し;早戻しボタン;矢印;案内;整理,,実用的;中立,倍速;巻き戻し;戻る;早戻し;早戻しボタン;矢印;案内;整理;実用的;中立,,1
3533,⏮️,23EE FE0F,last track button,前の曲ボタン,Symbols,記号,av-symbol,再生記号,0.7,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3534,🔼,1F53C,upwards button,上ボタン,Symbols,記号,av-symbol,再生記号,0.6,ボタン;上;上ボタン;矢印;案内;整理,,実用的;中立,ボタン;上;上ボタン;矢印;案内;整理;実用的;中立,,1
3535,⏫,23EB,fast up button,高速上ボタン,Symbols,記号,av-symbol,再生記号,0.6,ボタン;上;二重;矢印;高速上ボタン;案内;整理,,実用的;中立,ボタン;上;二重;矢印;高速上ボタン;案内;整理;実用的;中立,,1
3536,🔽,1F53D,downwards button,下ボタン,Symbols,記号,av-symbol,再生記号,0.6,ボタン;下;下ボタン;矢印;案内;整理,,実用的;中立,ボタン;下;下ボタン;矢印;案内;整理;実用的;中立,,1
3537,⏬,23EC,fast down button,高速下ボタン,Symbols,記号,av-symbol,再生記号,0.6,ボタン;下;二重;矢印;高速下ボタン;案内;整理,,実用的;中立,ボタン;下;二重;矢印;高速下ボタン;案内;整理;実用的;中立,,1
3538,⏸️,23F8 FE0F,pause button,一時停止ボタン,Symbols,記号,av-symbol,再生記号,0.7,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3539,⏹️,23F9 FE0F,stop button,停止ボタン,Symbols,記号,av-symbol,再生記号,0.7,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3540,⏺️,23FA FE0F,record button,録音ボタン,Symbols,記号,av-symbol,再生記号,0.7,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3541,⏏️,23CF FE0F,eject button,取り出しボタン,Symbols,記号,av-symbol,再生記号,1,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3542,🎦,1F3A6,cinema,映画,Symbols,記号,av-symbol,再生記号,0.6,カメラ;動画;映画;映画館;案内;整理,,実用的;中立,カメラ;動画;映画;映画館;案内;整理;実用的;中立,,1
3543,🔅,1F505,dim button,低輝度,Symbols,記号,av-symbol,再生記号,1,ブライトネス;低輝度;明るさ;輝度;案内;整理,,暗い;実用的;中立,ブライトネス;低輝度;明るさ;暗い;輝度;案内;整理;実用的;中立,,1
3544,🔆,1F506,bright button,高輝度,Symbols,記号,av-symbol,再生記号,1,ブライトネス;明るさ;輝度;高輝度;案内;整理,,明るい;実用的;中立,ブライトネス;明るい;明るさ;輝度;高輝度;案内;整理;実用的;中立,,1
3545,📶,1F4F6,antenna bars,アンテナマーク,Symbols,記号,av-symbol,再生記号,0.6,アンテナマーク;スマートフォン;スマホ;圏内;携帯電話;電波;案内;整理,,実用的;中立,アンテナマーク;スマートフォン;スマホ;圏内;携帯電話;電波;案内;整理;実用的;中立,,1
3546,🛜,1F6DC,wireless,Wi-Fi,Symbols,記号,av-symbol,再生記号,15,Wi-Fi;インターネット;スマホ;ネットワーク;ブロードバンド;ホットスポット;接続;無線;無線LAN;電波;案内;整理,,実用的;中立,Wi-Fi;インターネット;スマホ;ネットワーク;ブロードバンド;ホットスポット;接続;無線;無線LAN;電波;案内;整理;実用的;中立,,1
3547,📳,1F4F3,vibration mode,マナーモード,Symbols,記号,av-symbol,再生記号,0.6,スマートフォン;スマホ;マナーモード;携帯;携帯電話;案内;整理,,実用的;中立,スマートフォン;スマホ;マナーモード;携帯;携帯電話;案内;整理;実用的;中立,,1
3548,📴,1F4F4,mobile phone off,携帯電話電源オフ,Symbols,記号,av-symbol,再生記号,0.6,オフ;スマートフォン;スマホ;携帯電話;携帯電話電源オフ;電源オフ;案内;整理,,実用的;中立,オフ;スマートフォン;スマホ;携帯電話;携帯電話電源オフ;電源オフ;案内;整理;実用的;中立,,1
3549,♀️,2640 FE0F,female sign,女性記号,Symbols,記号,gender,性別,4,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3550,♂️,2642 FE0F,male sign,男性記号,Symbols,記号,gender,性別,4,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3551,⚧️,26A7 FE0F,transgender symbol,トランスジェンダー記号,Symbols,記号,gender,性別,13,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3552,✖️,2716 FE0F,multiply,掛け算,Symbols,記号,math,数学,0.6,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3553,➕,2795,plus,プラス,Symbols,記号,math,数学,0.6,+;プラス;加算;足し算;足す;案内;整理,,実用的;中立,記号;+;プラス;加算;足し算;足す;案内;整理;実用的;中立,,1
3554,➖,2796,minus,マイナス,Symbols,記号,math,数学,0.6,-;マイナス;引き算;引く;減算;計算;案内;整理,,実用的;中立,記号;-;マイナス;引き算;引く;減算;計算;案内;整理;実用的;中立,,1
3555,➗,2797,divide,割り算,Symbols,記号,math,数学,0.6,/;割り算;割る;除算;案内;整理,,実用的;中立,記号;/;割り算;割る;除算;案内;整理;実用的;中立,,1
3556,🟰,1F7F0,heavy equals sign,太字の等号,Symbols,記号,math,数学,14,数学;イコール;太字の等号;等しい;等号;案内;整理,,実用的;中立,数学;イコール;太字の等号;等しい;等号;案内;整理;実用的;中立,,1
3557,♾️,267E FE0F,infinity,無限大,Symbols,記号,math,数学,11,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3558,‼️,203C FE0F,double exclamation mark,二重感嘆符,Symbols,記号,punctuation,句読点,0.6,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
