id,emoji,codepoints,name_en,name_ja,category,category_ja,subcategory,subcategory_ja,unicode_version,importance,direct_ja,visual_ja,context_ja,symbolic_ja,emotion_ja,action_ja,culture_ja,search_ja,abstract_group_id,abstract_group_role,abstract_variant_kind,abstract_is_source,abstract_group_key
3031,🕐,1F550,one o’clock,1時,Travel & Places,旅行と場所,time,時間,0.6,2,時間;時計;1時;1,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限,急ぎ,計る;待つ,,時間;時計;1時;1;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;急ぎ;計る;待つ,3031,independent,independent,1,one o’clock
3032,🕜,1F55C,one-thirty,1時半,Travel & Places,旅行と場所,time,時間,0.7,2,時間;時計;1時半;1;半,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限;30分,急ぎ,計る;待つ,,時間;時計;1時半;1;半;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;30分;急ぎ;計る;待つ,3032,independent,independent,1,one-thirty
3033,🕑,1F551,two o’clock,2時,Travel & Places,旅行と場所,time,時間,0.6,2,時間;時計;2時;2,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限,急ぎ,計る;待つ,,時間;時計;2時;2;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;急ぎ;計る;待つ,3033,independent,independent,1,two o’clock
3034,🕝,1F55D,two-thirty,2時半,Travel & Places,旅行と場所,time,時間,0.7,2,時間;時計;2時半;2;半,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限;30分,急ぎ,計る;待つ,,時間;時計;2時半;2;半;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;30分;急ぎ;計る;待つ,3034,independent,independent,1,two-thirty
3035,🕒,1F552,three o’clock,3時,Travel & Places,旅行と場所,time,時間,0.6,2,時間;時計;3時;3,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限,急ぎ,計る;待つ,,時間;時計;3時;3;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;急ぎ;計る;待つ,3035,independent,independent,1,three o’clock
3036,🕞,1F55E,three-thirty,3時半,Travel & Places,旅行と場所,time,時間,0.7,2,時間;時計;3時半;3;半,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限;30分,急ぎ,計る;待つ,,時間;時計;3時半;3;半;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;30分;急ぎ;計る;待つ,3036,independent,independent,1,three-thirty
3037,🕓,1F553,four o’clock,4時,Travel & Places,旅行と場所,time,時間,0.6,2,時間;時計;4時;4,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限,急ぎ,計る;待つ,,時間;時計;4時;4;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;急ぎ;計る;待つ,3037,independent,independent,1,four o’clock
3038,🕟,1F55F,four-thirty,4時半,Travel & Places,旅行と場所,time,時間,0.7,2,時間;時計;4時半;4;半,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限;30分,急ぎ,計る;待つ,,時間;時計;4時半;4;半;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;30分;急ぎ;計る;待つ,3038,independent,independent,1,four-thirty
3039,🕔,1F554,five o’clock,5時,Travel & Places,旅行と場所,time,時間,0.6,2,時間;時計;5時;5,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限,急ぎ,計る;待つ,,時間;時計;5時;5;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;急ぎ;計る;待つ,3039,independent,independent,1,five o’clock
3040,🕠,1F560,five-thirty,5時半,Travel & Places,旅行と場所,time,時間,0.7,2,時間;時計;5時半;5;半,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限;30分,急ぎ,計る;待つ,,時間;時計;5時半;5;半;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;30分;急ぎ;計る;待つ,3040,independent,independent,1,five-thirty
3041,🕕,1F555,six o’clock,6時,Travel & Places,旅行と場所,time,時間,0.6,2,時間;時計;6時;6,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限,急ぎ,計る;待つ,,時間;時計;6時;6;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;急ぎ;計る;待つ,3041,independent,independent,1,six o’clock
3042,🕡,1F561,six-thirty,6時半,Travel & Places,旅行と場所,time,時間,0.7,2,時間;時計;6時半;6;半,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限;30分,急ぎ,計る;待つ,,時間;時計;6時半;6;半;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;30分;急ぎ;計る;待つ,3042,independent,independent,1,six-thirty
3043,🕖,1F556,seven o’clock,7時,Travel & Places,旅行と場所,time,時間,0.6,2,時間;時計;7時;7,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限,急ぎ,計る;待つ,,時間;時計;7時;7;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;急ぎ;計る;待つ,3043,independent,independent,1,seven o’clock
3044,🕢,1F562,seven-thirty,7時半,Travel & Places,旅行と場所,time,時間,0.7,2,時間;時計;7時半;7;半,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限;30分,急ぎ,計る;待つ,,時間;時計;7時半;7;半;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;30分;急ぎ;計る;待つ,3044,independent,independent,1,seven-thirty
3045,🕗,1F557,eight o’clock,8時,Travel & Places,旅行と場所,time,時間,0.6,2,時間;時計;8時;8,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限,急ぎ,計る;待つ,,時間;時計;8時;8;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;急ぎ;計る;待つ,3045,independent,independent,1,eight o’clock
3046,🕣,1F563,eight-thirty,8時半,Travel & Places,旅行と場所,time,時間,0.7,2,時間;時計;8時半;8;半,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限;30分,急ぎ,計る;待つ,,時間;時計;8時半;8;半;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;30分;急ぎ;計る;待つ,3046,independent,independent,1,eight-thirty
3047,🕘,1F558,nine o’clock,9時,Travel & Places,旅行と場所,time,時間,0.6,2,時間;時計;9時;9,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限,急ぎ,計る;待つ,,時間;時計;9時;9;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;急ぎ;計る;待つ,3047,independent,independent,1,nine o’clock
3048,🕤,1F564,nine-thirty,9時半,Travel & Places,旅行と場所,time,時間,0.7,2,時間;時計;9時半;9;半,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限;30分,急ぎ,計る;待つ,,時間;時計;9時半;9;半;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;30分;急ぎ;計る;待つ,3048,independent,independent,1,nine-thirty
3049,🕙,1F559,ten o’clock,10時,Travel & Places,旅行と場所,time,時間,0.6,2,時間;時計;10時;10,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限,急ぎ,計る;待つ,,時間;時計;10時;10;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;急ぎ;計る;待つ,3049,independent,independent,1,ten o’clock
3050,🕥,1F565,ten-thirty,10時半,Travel & Places,旅行と場所,time,時間,0.7,2,時間;時計;10時半;10;半,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限;30分,急ぎ,計る;待つ,,時間;時計;10時半;10;半;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;30分;急ぎ;計る;待つ,3050,independent,independent,1,ten-thirty
3051,🕚,1F55A,eleven o’clock,11時,Travel & Places,旅行と場所,time,時間,0.6,2,時間;時計;11時;11,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限,急ぎ,計る;待つ,,時間;時計;11時;11;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;急ぎ;計る;待つ,3051,independent,independent,1,eleven o’clock
3052,🕦,1F566,eleven-thirty,11時半,Travel & Places,旅行と場所,time,時間,0.7,2,時間;時計;11時半;11;半,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限;30分,急ぎ,計る;待つ,,時間;時計;11時半;11;半;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;30分;急ぎ;計る;待つ,3052,independent,independent,1,eleven-thirty
3053,🌑,1F311,new moon,新月,Travel & Places,旅行と場所,sky & weather,空と天気,0.6,3,空;天気;新月;月,空模様;自然;黄色;夜,天気予報;季節;外出;夜;空,気象;宇宙;月相;神秘,きれい;静か,変わる;満ち欠けする,,空;天気;新月;月;空模様;自然;黄色;夜;天気予報;季節;外出;気象;宇宙;月相;神秘;きれい;静か;変わる;満ち欠けする;新しい;暗い,3053,independent,independent,1,new moon
3054,🌒,1F312,waxing crescent moon,初月,Travel & Places,旅行と場所,sky & weather,空と天気,1,3,空;天気;初月;月,空模様;自然;黄色;夜,天気予報;季節;外出;夜;空,気象;宇宙;月相;神秘,きれい;静か,変わる;満ち欠けする,,空;天気;初月;月;空模様;自然;黄色;夜;天気予報;季節;外出;気象;宇宙;月相;神秘;きれい;静か;変わる;満ち欠けする,3054,independent,independent,1,waxing crescent moon
3055,🌓,1F313,first quarter moon,上弦の月,Travel & Places,旅行と場所,sky & weather,空と天気,0.6,3,空;天気;上弦の月;月,空模様;自然;黄色;夜,天気予報;季節;外出;夜;空,気象;宇宙;月相;神秘,きれい;静か,変わる;満ち欠けする,,空;天気;上弦の月;月;空模様;自然;黄色;夜;天気予報;季節;外出;気象;宇宙;月相;神秘;きれい;静か;変わる;満ち欠けする;お正月;新年,3055,independent,independent,1,first quarter moon
3056,🌔,1F314,waxing gibbous moon,十三夜月,Travel & Places,旅行と場所,sky & weather,空と天気,0.6,3,空;天気;十三夜月;月,空模様;自然;黄色;夜,天気予報;季節;外出;夜;空,気象;宇宙;月相;神秘,きれい;静か,変わる;満ち欠けする,,空;天気;十三夜月;月;空模様;自然;黄色;夜;天気予報;季節;外出;気象;宇宙;月相;神秘;きれい;静か;変わる;満ち欠けする,3056,independent,independent,1,waxing gibbous moon
3057,🌕,1F315,full moon,満月,Travel & Places,旅行と場所,sky & weather,空と天気,0.6,3,空;天気;満月;月,空模様;自然;黄色;夜,天気予報;季節;外出;夜;空,気象;宇宙;月相;神秘,きれい;静か,変わる;満ち欠けする,,空;天気;満月;月;空模様;自然;黄色;夜;天気予報;季節;外出;気象;宇宙;月相;神秘;きれい;静か;変わる;満ち欠けする;お正月;紅葉,3057,independent,independent,1,full moon
3058,🌖,1F316,waning gibbous moon,寝待月,Travel & Places,旅行と場所,sky & weather,空と天気,1,3,空;天気;寝待月;月,空模様;自然;黄色;夜,天気予報;季節;外出;夜;空,気象;宇宙;月相;神秘,きれい;静か,変わる;満ち欠けする,,空;天気;寝待月;月;空模様;自然;黄色;夜;天気予報;季節;外出;気象;宇宙;月相;神秘;きれい;静か;変わる;満ち欠けする,3058,independent,independent,1,waning gibbous moon
3059,🌗,1F317,last quarter moon,下弦の月,Travel & Places,旅行と場所,sky & weather,空と天気,1,3,空;天気;下弦の月;月,空模様;自然;黄色;夜,天気予報;季節;外出;夜;空,気象;宇宙;月相;神秘,きれい;静か,変わる;満ち欠けする,,空;天気;下弦の月;月;空模様;自然;黄色;夜;天気予報;季節;外出;気象;宇宙;月相;神秘;きれい;静か;変わる;満ち欠けする,3059,independent,independent,1,last quarter moon
3060,🌘,1F318,waning crescent moon,有明月,Travel & Places,旅行と場所,sky & weather,空と天気,1,3,空;天気;有明月;月,空模様;自然;黄色;夜,天気予報;季節;外出;夜;空,気象;宇宙;月相;神秘,きれい;静か,変わる;満ち欠けする,,空;天気;有明月;月;空模様;自然;黄色;夜;天気予報;季節;外出;気象;宇宙;月相;神秘;きれい;静か;変わる;満ち欠けする,3060,independent,independent,1,waning crescent moon
3061,🌙,1F319,crescent moon,三日月,Travel & Places,旅行と場所,sky & weather,空と天気,0.6,3,空;天気;三日月;月,空模様;自然;黄色;夜,天気予報;季節;外出;夜;空,気象;宇宙;月相;神秘,きれい;静か,変わる;満ち欠けする,,空;天気;三日月;月;空模様;自然;黄色;夜;天気予報;季節;外出;気象;宇宙;月相;神秘;きれい;静か;変わる;満ち欠けする;大晦日;年末;深夜;冬至;帰宅,3061,independent,independent,1,crescent moon
3062,🌚,1F31A,new moon face,顔のある新月,Travel & Places,旅行と場所,sky & weather,空と天気,1,3,空;天気;顔のある新月;月,空模様;自然;黄色;夜,天気予報;季節;外出;夜;空,気象;宇宙;月相;神秘,きれい;静か,変わる;満ち欠けする,,空;天気;顔のある新月;月;空模様;自然;黄色;夜;天気予報;季節;外出;気象;宇宙;月相;神秘;きれい;静か;変わる;満ち欠けする;暗い,3062,independent,independent,1,new moon face
3063,🌛,1F31B,first quarter moon face,顔のある上弦の月,Travel & Places,旅行と場所,sky & weather,空と天気,0.6,3,空;天気;顔のある上弦の月;月,空模様;自然;黄色;夜,天気予報;季節;外出;夜;空,気象;宇宙;月相;神秘,きれい;静か,変わる;満ち欠けする,,空;天気;顔のある上弦の月;月;空模様;自然;黄色;夜;天気予報;季節;外出;気象;宇宙;月相;神秘;きれい;静か;変わる;満ち欠けする,3063,independent,independent,1,first quarter moon face
3064,🌜,1F31C,last quarter moon face,顔のある下弦の月,Travel & Places,旅行と場所,sky & weather,空と天気,0.7,3,空;天気;顔のある下弦の月;月,空模様;自然;黄色;夜,天気予報;季節;外出;夜;空,気象;宇宙;月相;神秘,きれい;静か,変わる;満ち欠けする,,空;天気;顔のある下弦の月;月;空模様;自然;黄色;夜;天気予報;季節;外出;気象;宇宙;月相;神秘;きれい;静か;変わる;満ち欠けする,3064,independent,independent,1,last quarter moon face
3065,🌡️,1F321 FE0F,thermometer,温度計,Travel & Places,旅行と場所,sky & weather,空と天気,0.7,3,空;天気;温度計,空模様;自然,天気予報;季節;外出,気象;宇宙;空と天気;旅行と場所;場所;移動,きれい,変わる,,空;天気;温度計;空模様;自然;天気予報;季節;外出;気象;宇宙;空と天気;旅行と場所;場所;移動;きれい;変わる,3065,independent,independent,1,thermometer
3066,☀️,2600 FE0F,sun,太陽,Travel & Places,旅行と場所,sky & weather,空と天気,0.6,3,空;天気;太陽,空模様;自然;黄色;光,天気予報;季節;外出;昼;夏,気象;宇宙;明るさ;元気,きれい;明るい,変わる;照らす,,空;天気;太陽;空模様;自然;黄色;光;天気予報;季節;外出;昼;夏;気象;宇宙;明るさ;元気;きれい;明るい;変わる;照らす;休日;週末;夏休み;ぽかぽか;真夏;春休み;夏至,3066,independent,independent,1,sun
3067,🌝,1F31D,full moon face,顔のある満月,Travel & Places,旅行と場所,sky & weather,空と天気,1,3,空;天気;顔のある満月;月,空模様;自然;黄色;夜,天気予報;季節;外出;夜;空,気象;宇宙;月相;神秘,きれい;静か,変わる;満ち欠けする,,空;天気;顔のある満月;月;空模様;自然;黄色;夜;天気予報;季節;外出;気象;宇宙;月相;神秘;きれい;静か;変わる;満ち欠けする,3067,independent,independent,1,full moon face
3068,🌞,1F31E,sun with face,顔のある太陽,Travel & Places,旅行と場所,sky & weather,空と天気,1,3,空;天気;顔のある太陽;太陽,空模様;自然;黄色;光,天気予報;季節;外出;昼;夏,気象;宇宙;明るさ;元気,きれい;明るい,変わる;照らす,,空;天気;顔のある太陽;太陽;空模様;自然;黄色;光;天気予報;季節;外出;昼;夏;気象;宇宙;明るさ;元気;きれい;明るい;変わる;照らす;夏至,3068,independent,independent,1,sun with face
3069,🪐,1FA90,ringed planet,環のある惑星,Travel & Places,旅行と場所,sky & weather,空と天気,12,3,空;天気;環のある惑星,空模様;自然,天気予報;季節;外出,気象;宇宙;空と天気;旅行と場所;場所;移動,きれい,変わる,,空;天気;環のある惑星;空模様;自然;天気予報;季節;外出;気象;宇宙;空と天気;旅行と場所;場所;移動;きれい;変わる,3069,independent,independent,1,ringed planet
3070,⭐,2B50,star,スター,Travel & Places,旅行と場所,sky & weather,空と天気,0.6,3,空;天気;スター;星,空模様;自然;黄色;きらきら,天気予報;季節;外出;夜空;願い,気象;宇宙;夢;評価,きれい,変わる;光る,,空;天気;スター;星;空模様;自然;黄色;きらきら;天気予報;季節;外出;夜空;願い;気象;宇宙;夢;評価;きれい;変わる;光る;頑張れ;やる気;尊い;おめでとう;すごい;未来;クリスマス;美しい;推し;七夕,3070,independent,independent,1,star
